packet_no,timestamp,src_ip,dst_ip,src_port,dst_port,transport_proto,tcp_seq,tcp_flags,additional,bytes_transferred
1430,1728941765267,146.75.29.140,192.168.29.130,443,35296,TCP,1390370307,A,'',60
1431,1728941765267,192.168.29.130,146.75.29.140,35296,443,TCP,2306940225,PA,'',241
1432,1728941765267,146.75.29.140,192.168.29.130,443,35296,TCP,1390370307,A,'',60
1433,1728941765269,192.168.29.130,146.75.29.140,35296,443,TCP,2306940412,PA,'',78
1434,1728941765269,192.168.29.130,146.75.29.140,35296,443,TCP,2306940436,FA,'',54
1435,1728941765269,146.75.29.140,192.168.29.130,443,35296,TCP,1390370307,A,'',60
1436,1728941765269,146.75.29.140,192.168.29.130,443,35296,TCP,1390370307,A,'',60
1437,1728941765269,192.168.29.130,142.251.163.103,34598,443,TCP,1847672194,S,'',74
1438,1728941765273,192.168.29.2,192.168.29.130,53,54667,UDP,N/A,N/A,'',107
1439,1728941765275,142.251.16.94,192.168.29.130,80,52400,TCP,81808569,SA,'',60
1440,1728941765275,192.168.29.130,142.251.16.94,52400,80,TCP,1906819114,A,'',54
1441,1728941765279,192.168.29.130,142.251.16.94,52400,80,TCP,1906819114,PA,'',482
1442,1728941765279,142.251.16.94,192.168.29.130,80,52400,TCP,81808570,A,'',60
1443,1728941765282,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',1399
1444,1728941765286,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',84
1445,1728941765287,142.251.163.103,192.168.29.130,443,34598,TCP,1072958369,SA,'',60
1446,1728941765287,192.168.29.130,142.251.163.103,34598,443,TCP,1847672195,A,'',54
1447,1728941765289,146.75.29.140,192.168.29.130,443,35296,TCP,1390370307,FPA,'',78
1448,1728941765289,192.168.29.130,146.75.29.140,35296,443,TCP,2306940437,R,'',54
1449,1728941765291,192.168.29.130,142.251.163.103,34598,443,TCP,1847672195,PA,'',716
1450,1728941765291,142.251.163.103,192.168.29.130,443,34598,TCP,1072958370,A,'',60
1451,1728941765299,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1452,1728941765299,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1453,1728941765299,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1454,1728941765299,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',84
1455,1728941765306,142.251.163.103,192.168.29.130,443,34598,TCP,1072958370,PA,'',2878
1456,1728941765306,192.168.29.130,142.251.163.103,34598,443,TCP,1847672857,A,'',54
1457,1728941765307,142.251.163.103,192.168.29.130,443,34598,TCP,1072961194,PA,'',1330
1458,1728941765307,192.168.29.130,142.251.163.103,34598,443,TCP,1847672857,A,'',54
1459,1728941765308,142.251.16.94,192.168.29.130,80,52400,TCP,81808570,PA,'',756
1460,1728941765308,192.168.29.130,142.251.16.94,52400,80,TCP,1906819542,A,'',54
1461,1728941765314,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1462,1728941765314,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1463,1728941765314,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1398
1464,1728941765314,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',108
1465,1728941765316,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',85
1466,1728941765316,192.168.29.130,142.251.16.94,52400,80,TCP,1906819542,PA,'',481
1467,1728941765316,142.251.16.94,192.168.29.130,80,52400,TCP,81809272,A,'',60
1468,1728941765317,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',173
1469,1728941765317,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',110
1470,1728941765318,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',424
1471,1728941765320,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',173
1472,1728941765320,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',113
1473,1728941765321,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',297
1474,1728941765323,192.168.29.130,146.75.29.140,35276,443,TCP,148812790,PA,'',267
1475,1728941765323,146.75.29.140,192.168.29.130,443,35276,TCP,1436049747,A,'',60
1476,1728941765323,192.168.29.130,146.75.29.140,35276,443,TCP,148813003,PA,'',89
1477,1728941765323,146.75.29.140,192.168.29.130,443,35276,TCP,1436049747,A,'',60
1478,1728941765336,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',657
1479,1728941765336,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',166
1480,1728941765336,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',68
1481,1728941765337,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',73
1482,1728941765339,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',657
1483,1728941765339,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',166
1484,1728941765339,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',68
1485,1728941765339,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',73
1486,1728941765344,146.75.29.140,192.168.29.130,443,35276,TCP,1436049747,PA,'',4230
1487,1728941765344,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1488,1728941765344,146.75.29.140,192.168.29.130,443,35276,TCP,1436053923,PA,'',4230
1489,1728941765344,146.75.29.140,192.168.29.130,443,35276,TCP,1436058099,PA,'',4230
1490,1728941765344,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1491,1728941765344,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1492,1728941765345,146.75.29.140,192.168.29.130,443,35276,TCP,1436062275,PA,'',4411
1493,1728941765345,146.75.29.140,192.168.29.130,443,35276,TCP,1436066632,PA,'',4230
1494,1728941765345,146.75.29.140,192.168.29.130,443,35276,TCP,1436070808,PA,'',4230
1495,1728941765345,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1496,1728941765345,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1497,1728941765345,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1498,1728941765345,146.75.29.140,192.168.29.130,443,35276,TCP,1436074984,PA,'',4230
1499,1728941765345,146.75.29.140,192.168.29.130,443,35276,TCP,1436079160,A,'',2974
1500,1728941765345,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1501,1728941765345,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1502,1728941765346,146.75.29.140,192.168.29.130,443,35276,TCP,1436082080,PA,'',1725
1503,1728941765346,192.168.29.130,146.75.29.140,35276,443,TCP,148813038,A,'',54
1504,1728941765346,142.251.16.94,192.168.29.130,80,52400,TCP,81809272,PA,'',755
1505,1728941765350,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1139
1506,1728941765350,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',79
1507,1728941765350,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',122
1508,1728941765350,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',78
1509,1728941765354,192.168.29.130,142.251.163.103,34598,443,TCP,1847672857,PA,'',118
1510,1728941765355,142.251.163.103,192.168.29.130,443,34598,TCP,1072962470,A,'',60
1511,1728941765355,192.168.29.130,142.251.163.103,34598,443,TCP,1847672921,PA,'',224
1512,1728941765355,142.251.163.103,192.168.29.130,443,34598,TCP,1072962470,A,'',60
1513,1728941765362,192.168.29.130,192.168.29.2,59317,53,UDP,N/A,N/A,'',75
1514,1728941765362,192.168.29.130,192.168.29.2,59317,53,UDP,N/A,N/A,'',75
1515,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1395
1516,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1517,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1518,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1519,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1520,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1521,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1522,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1523,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1524,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1525,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1526,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1527,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1528,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1529,1728941765362,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1530,1728941765363,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1531,1728941765363,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1532,1728941765363,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1533,1728941765363,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',78
1534,1728941765367,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1535,1728941765367,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1536,1728941765367,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1537,1728941765367,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1538,1728941765367,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1539,1728941765367,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1540,1728941765367,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',73
1541,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1542,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1543,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1544,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1545,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1546,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1547,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1548,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1549,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1550,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1551,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1552,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1553,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1554,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1555,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1556,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1557,1728941765376,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1558,1728941765377,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',73
1559,1728941765378,192.168.29.2,192.168.29.130,53,59317,UDP,N/A,N/A,'',91
1560,1728941765378,192.168.29.2,192.168.29.130,53,59317,UDP,N/A,N/A,'',103
1561,1728941765379,192.168.29.130,142.251.167.94,51255,443,UDP,N/A,N/A,'',1399
1562,1728941765389,192.168.29.130,142.251.16.94,52400,80,TCP,1906819969,A,'',54
1563,1728941765390,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1564,1728941765390,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1565,1728941765390,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1566,1728941765390,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',69
1567,1728941765390,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',73
1568,1728941765390,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1569,1728941765392,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1570,1728941765392,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1571,1728941765392,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',73
1572,1728941765392,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1573,1728941765392,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1574,1728941765392,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',73
1575,1728941765402,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1576,1728941765402,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1577,1728941765402,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1578,1728941765402,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1579,1728941765402,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1580,1728941765402,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1581,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1582,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1583,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1584,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1585,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1586,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1587,1728941765403,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1588,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1589,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1590,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1591,1728941765403,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1592,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1593,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1594,1728941765403,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',507
1595,1728941765403,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1596,1728941765409,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',1399
1597,1728941765410,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',1399
1598,1728941765410,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',1399
1599,1728941765410,192.168.29.130,142.251.167.94,51255,443,UDP,N/A,N/A,'',84
1600,1728941765414,142.251.163.103,192.168.29.130,443,34598,TCP,1072962470,PA,'',699
1601,1728941765414,192.168.29.130,142.251.163.103,34598,443,TCP,1847673091,A,'',54
1602,1728941765414,192.168.29.130,142.251.163.103,34598,443,TCP,1847673091,PA,'',85
1603,1728941765415,142.251.163.103,192.168.29.130,443,34598,TCP,1072963115,A,'',60
1604,1728941765439,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',1399
1605,1728941765439,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',339
1606,1728941765441,192.168.29.130,142.251.167.94,51255,443,UDP,N/A,N/A,'',85
1607,1728941765448,192.168.29.130,142.251.16.94,52400,80,TCP,1906819969,PA,'',481
1608,1728941765449,142.251.16.94,192.168.29.130,80,52400,TCP,81809973,A,'',60
1609,1728941765450,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',345
1610,1728941765471,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',550
1611,1728941765479,142.251.16.94,192.168.29.130,80,52400,TCP,81809973,PA,'',755
1612,1728941765479,192.168.29.130,142.251.16.94,52400,80,TCP,1906820396,A,'',54
1613,1728941765480,192.168.29.130,142.251.167.94,51255,443,UDP,N/A,N/A,'',173
1614,1728941765480,192.168.29.130,142.251.167.94,51255,443,UDP,N/A,N/A,'',112
1615,1728941765481,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',522
1616,1728941765481,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',80
1617,1728941765481,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',214
1618,1728941765481,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',80
1619,1728941765488,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',541
1620,1728941765500,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',657
1621,1728941765500,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',166
1622,1728941765500,142.251.167.94,192.168.29.130,443,51255,UDP,N/A,N/A,'',68
1623,1728941765501,192.168.29.130,142.251.167.94,51255,443,UDP,N/A,N/A,'',73
1624,1728941765507,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',73
1625,1728941765507,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1626,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',73
1627,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1395
1628,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1629,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1630,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1631,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1632,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1633,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1634,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1635,1728941765517,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1636,1728941765517,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',78
1637,1728941765518,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',73
1638,1728941765518,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',769
1639,1728941765519,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1394
1640,1728941765519,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1641,1728941765519,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1642,1728941765519,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',73
1643,1728941765519,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1644,1728941765521,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1645,1728941765521,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1646,1728941765521,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1647,1728941765521,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1648,1728941765521,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',73
1649,1728941765522,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1650,1728941765522,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1651,1728941765522,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1652,1728941765523,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',73
1653,1728941765523,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1654,1728941765526,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',1399
1655,1728941765526,142.251.163.103,192.168.29.130,443,46006,UDP,N/A,N/A,'',798
1656,1728941765526,192.168.29.130,142.251.163.103,46006,443,UDP,N/A,N/A,'',73
1657,1728941765533,192.168.29.130,142.251.167.94,46259,443,UDP,N/A,N/A,'',1399
1658,1728941765548,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1395
1659,1728941765548,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1660,1728941765548,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1661,1728941765548,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1662,1728941765548,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1192
1663,1728941765548,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',80
1664,1728941765549,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1665,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1394
1666,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1667,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1668,1728941765549,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1669,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1670,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1671,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1672,1728941765549,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1673,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1674,1728941765549,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',577
1675,1728941765549,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1676,1728941765551,142.251.167.94,192.168.29.130,443,46259,UDP,N/A,N/A,'',1399
1677,1728941765551,142.251.167.94,192.168.29.130,443,46259,UDP,N/A,N/A,'',1399
1678,1728941765551,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1394
1679,1728941765551,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1680,1728941765551,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1681,1728941765551,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1682,1728941765551,192.168.29.130,172.253.62.84,50280,443,UDP,N/A,N/A,'',75
1683,1728941765552,142.251.167.94,192.168.29.130,443,46259,UDP,N/A,N/A,'',1399
1684,1728941765552,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
1685,1728941765552,172.253.62.84,192.168.29.130,443,50280,UDP,N/A,N/A,'',1399
